Date,Catégorie profil,Total énergie soutirée (MWh),Nb points soutirage
2020-10-16,RES,130609.555066,545747198
2020-10-17,PRO,37571.495344,71916096
2020-10-17,RES,134581.692668,545698740
2020-10-18,PRO,33303.540424,71914128
2020-10-18,RES,136360.88029,545622794
2020-10-19,PRO,40304.987884,71921616
2020-10-19,RES,131080.618082,545781404
2020-10-20,PRO,41040.570565,71922864
2020-10-20,RES,122512.276568,545785158
2020-10-21,PRO,38576.292691,71922480
2020-10-21,RES,110842.258821,545786468
2020-10-22,PRO,38168.013942,71919888
2020-10-22,RES,106640.612985,545827830
2020-10-23,PRO,38196.615917,71920272
2020-10-23,RES,108186.681396,545881746
2020-10-24,PRO,34311.708259,71934768
2020-10-24,RES,115076.897599,545843552
2020-10-25,PRO,32436.397036,74901450
2020-10-25,RES,128089.134986,568340928
2020-10-26,PRO,39308.388479,71929296
2020-10-26,RES,127903.152591,545930880
2020-10-27,PRO,41908.868637,71926608
2020-10-27,RES,131126.356447,545947826
2020-10-28,PRO,40634.465014,71932656
2020-10-28,RES,127178.79648799999,545976856
2020-10-29,PRO,40482.699163,71931984
2020-10-29,RES,121097.874879,546003304
2020-10-30,PRO,36152.417385,71926320
2020-10-30,RES,122721.844762,546039744
2020-10-31,PRO,32087.355431,71916816
2020-10-31,RES,126898.216651,545926368
2020-11-01,PRO,29510.143106,71916432
2020-11-01,RES,124962.033845,545753568
2020-11-02,PRO,35042.711727,71917824
2020-11-02,RES,112422.226159,545860302
2020-11-03,PRO,38682.487227,71922528
2020-11-03,RES,124017.098343,545803296
2020-11-04,PRO,40114.204804,71917152
2020-11-04,RES,141033.358447,545810144
2020-11-05,PRO,41725.141808,71928192
2020-11-05,RES,143796.08736,545842036
2020-11-06,PRO,40787.769491,71928672
2020-11-06,RES,141178.535034,545886526
2020-11-07,PRO,34247.021256,71925120
2020-11-07,RES,138654.259094,545845172
2020-11-08,PRO,30802.275926,71922336
2020-11-08,RES,132139.660436,545816024
2020-11-09,PRO,36789.213766,71923440
2020-11-09,RES,120344.720477,545933178
2020-11-10,PRO,37959.844687,71928720
2020-11-10,RES,121160.182151,545901678
2020-11-11,PRO,32119.034293,71913456
2020-11-11,RES,133156.499209,545847126
2020-11-12,PRO,38616.352821,71926704
2020-11-12,RES,126061.583007,545929604
2020-11-13,PRO,38526.708619,71929200
2020-11-13,RES,127707.619405,545970312
2020-11-14,PRO,33026.586595,71937888
2020-11-14,RES,129523.057151,545933816
2020-11-15,PRO,30952.645238,71934048
2020-11-15,RES,134483.897041,545884166
2020-11-16,PRO,38697.443001,71941824
2020-11-16,RES,131644.786876,545974762
2020-11-17,PRO,40103.086112,71954592
2020-11-17,RES,132480.027807,545967670
2020-11-18,PRO,39142.700957,71956560
2020-11-18,RES,135882.872383,545976344
2020-11-19,PRO,40867.210123,71961408
2020-11-19,RES,137214.569046,545997592
2020-11-20,PRO,42978.624785,71949936
2020-11-20,RES,151446.939391,546011416
2020-11-21,PRO,38460.785395,71948880
2020-11-21,RES,166597.730197,545992592
2020-11-22,PRO,36038.957828,71946576
2020-11-22,RES,172075.461585,545978414
2020-11-23,PRO,43669.07739,71964816
2020-11-23,RES,161564.182253,546075492
2020-11-24,PRO,45662.199987,71979792
2020-11-24,RES,162830.767045,546068644
2020-11-25,PRO,44217.116592,71981808
2020-11-25,RES,161855.885677,546113482
2020-11-26,PRO,44924.095992,71979600
2020-11-26,RES,156889.617146,546143956
2020-11-27,PRO,44156.278072,71984688
2020-11-27,RES,155349.296378,546217770
2020-11-28,PRO,40391.276206,71986032
2020-11-28,RES,161383.066884,546190540
2020-11-29,PRO,38372.307349,71979888
2020-11-29,RES,176521.597787,546133984
2020-11-30,PRO,49199.938237,72012720
2020-11-30,RES,180391.890068,546232044
2020-12-01,PRO,51027.350443,72018624
