Date,Catégorie profil,Total énergie soutirée (MWh),Nb points soutirage
2020-08-19,RES,68833.025495,391742270
2020-08-20,PRO,25288.171437,60667104
2020-08-20,RES,69908.191028,391801568
2020-08-21,PRO,25186.454869,60667392
2020-08-21,RES,70707.486217,391850908
2020-08-22,PRO,22734.182013,60662304
2020-08-22,RES,70286.139694,391842860
2020-08-23,PRO,19914.922414,60660672
2020-08-23,RES,71076.412682,391839792
2020-08-24,PRO,23089.804884,60663168
2020-08-24,RES,68635.498184,391968220
2020-08-25,PRO,24764.442287,60666048
2020-08-25,RES,68328.111299,392028332
2020-08-26,PRO,24836.621184,60665616
2020-08-26,RES,68733.573055,392095400
2020-08-27,PRO,25250.508107999998,60663408
2020-08-27,RES,69027.839362,392183040
2020-08-28,PRO,24908.720838,60662928
2020-08-28,RES,69258.661063,392307238
2020-08-29,PRO,22299.690638,60656976
2020-08-29,RES,70922.625755,392309856
2020-08-30,PRO,19730.612393,60653520
2020-08-30,RES,73256.886807,392292376
2020-08-31,PRO,23253.955751,60655152
2020-08-31,RES,69954.281634,392442730
2020-09-01,PRO,24731.227993,60651984
2020-09-01,RES,68043.234235,392446518
2020-09-02,PRO,24651.07062,60645024
2020-09-02,RES,68756.646282,392461380
2020-09-03,PRO,25341.501319,60643584
2020-09-03,RES,67282.194725,392525226
2020-09-04,PRO,25869.353431,60638784
2020-09-04,RES,67051.67660400001,392603096
2020-09-05,PRO,22971.457164,60631152
2020-09-05,RES,69686.279112,392604688
2020-09-06,PRO,20074.859603,60627408
2020-09-06,RES,72480.892666,392595560
2020-09-07,PRO,23876.902031,60632208
2020-09-07,RES,68191.174441,392702228
2020-09-08,PRO,25446.209613,60633408
2020-09-08,RES,66795.611771,392716644
2020-09-09,PRO,25353.966597,60630480
2020-09-09,RES,67820.123027,392759660
2020-09-10,PRO,25887.977612,60631008
2020-09-10,RES,66761.365444,392808760
2020-09-11,PRO,26176.629767,60628608
2020-09-11,RES,67326.268542,392867388
2020-09-12,PRO,23425.561124,60621216
2020-09-12,RES,70543.236893,392852726
2020-09-13,PRO,20664.614308,60618240
2020-09-13,RES,72569.026907,392836122
2020-09-14,PRO,25135.59373,60622272
2020-09-14,RES,69312.337548,392934624
2020-09-15,PRO,26692.658481,60635616
2020-09-15,RES,68369.365784,392954016
2020-09-16,PRO,26455.883498,60635520
2020-09-16,RES,69791.831584,392956896
2020-09-17,PRO,26691.302425,60630288
2020-09-17,RES,68491.960742,392960562
2020-09-18,PRO,26638.610905,60627984
2020-09-18,RES,68419.93957,393000720
2020-09-19,PRO,23865.570968,60622032
2020-09-19,RES,71391.417131,392984880
2020-09-20,PRO,20645.174239,60617616
2020-09-20,RES,73200.131174,392972688
2020-09-21,PRO,24512.752558,60621744
2020-09-21,RES,68523.150262,393054672
2020-09-22,PRO,25687.623075,60621744
2020-09-22,RES,67054.928651,393062062
2020-09-23,PRO,25434.101107,60627168
2020-09-23,RES,68781.781764,393086544
2020-09-24,PRO,26089.848637,60625680
2020-09-24,RES,69065.717014,393101328
2020-09-25,PRO,26697.66612,60622320
2020-09-25,RES,73773.781556,393129840
2020-09-26,PRO,24248.491438,60614544
2020-09-26,RES,84616.071683,393085008
2020-09-27,PRO,21936.265237,60611856
2020-09-27,RES,95541.140002,393067248
2020-09-28,PRO,27123.758402,60614832
2020-09-28,RES,89827.830873,393150384
2020-09-29,PRO,28165.70591,60616752
2020-09-29,RES,84189.654421,393149424
2020-09-30,PRO,27298.839064,60613872
2020-09-30,RES,81614.524722,393162960
2020-10-01,PRO,28673.016618,60649056
2020-10-01,RES,82998.693936,393317332
2020-10-02,PRO,29805.802728,60645168
2020-10-02,RES,90652.02681,393331060
2020-10-03,PRO,26852.522593,60633024
2020-10-03,RES,99107.774765,393311612
2020-10-04,PRO,23939.740006,60629952
2020-10-04,RES,104027.610526,393296252
2020-10-05,PRO,29503.639771,60646656
2020-10-05,RES,99479.041043,393400508
2020-10-06,PRO,30769.683648,60650256
2020-10-06,RES,95380.994659,393415672
2020-10-07,PRO,29561.965043,60648912
2020-10-07,RES,93061.562106,393427580
2020-10-08,PRO,29505.132126,60645552
2020-10-08,RES,87772.730722,393430648
2020-10-09,PRO,29361.317492,60643200
2020-10-09,RES,86607.454003,393468188
2020-10-10,PRO,26681.608394,60634032
2020-10-10,RES,94494.11668,393448028
2020-10-11,PRO,24432.996558,60629808
2020-10-11,RES,104706.548582,393427480
2020-10-12,PRO,30377.657908,60639312
2020-10-12,RES,104400.049059,393509660
2020-10-13,PRO,32463.739609,60637008
2020-10-13,RES,104938.287818,393513688
2020-10-14,PRO,32355.681089,60633072
2020-10-14,RES,109498.98789,393539608
2020-10-15,PRO,33766.275927,60641904
2020-10-15,RES,112608.542997,393588376
2020-10-16,PRO,33564.467305,60643632
2020-10-16,RES,113120.383216,393621116
2020-10-17,PRO,29345.693684,60636096
2020-10-17,RES,115613.346954,393602010
2020-10-18,PRO,26272.53417,60633840
2020-10-18,RES,116737.626073,393564760
2020-10-19,PRO,31081.237595,60643344
2020-10-19,RES,112386.299645,393674542
2020-10-20,PRO,31608.777142,60644256
