Date,Catégorie profil,Total énergie soutirée (MWh),Nb points soutirage
2020-09-22,RES,516288.632523,3089707918
2020-09-23,PRO,189328.835334,426695952
2020-09-23,RES,529969.099271,3089836228
2020-09-24,PRO,194147.646556,426681168
2020-09-24,RES,532188.938914,3089977676
2020-09-25,PRO,198685.493334,426652224
2020-09-25,RES,568596.360931,3090212640
2020-09-26,PRO,180814.975595,426612478
2020-09-26,RES,652868.432641,3089856180
2020-09-27,PRO,163690.249935,426589824
2020-09-27,RES,737209.275022,3089699480
2020-09-28,PRO,201752.693839,426623616
2020-09-28,RES,693176.824756,3090339360
2020-09-29,PRO,209589.487894,426622848
2020-09-29,RES,649645.539729,3090298272
2020-09-30,PRO,203199.437053,426597312
2020-09-30,RES,629361.347491,3090234288
2020-10-01,PRO,211165.403104,426850176
2020-10-01,RES,632737.907302,3090892420
2020-10-02,PRO,219367.62096,426802512
2020-10-02,RES,691685.610804,3090887902
2020-10-03,PRO,197947.050833,426744574
2020-10-03,RES,756326.895473,3090676648
2020-10-04,PRO,176703.642014,426718560
2020-10-04,RES,794805.40011,3090547596
2020-10-05,PRO,216983.581658,426782880
2020-10-05,RES,760845.609987,3091316248
2020-10-06,PRO,226310.801895,426780960
2020-10-06,RES,729223.014516,3091282218
2020-10-07,PRO,217496.134373,426779232
2020-10-07,RES,711958.788189,3091365098
2020-10-08,PRO,217126.211039,426777984
2020-10-08,RES,671132.942357,3091400752
2020-10-09,PRO,216155.974997,426780864
2020-10-09,RES,662184.975281,3091677598
2020-10-10,PRO,196759.57322,426727294
2020-10-10,RES,723679.411552,3091486098
2020-10-11,PRO,180341.495982,426700176
2020-10-11,RES,802540.624561,3091305300
2020-10-12,PRO,223445.239926,426753072
2020-10-12,RES,801995.721046,3091941688
2020-10-13,PRO,238778.624609,426768576
2020-10-13,RES,806299.531478,3091952720
2020-10-14,PRO,237986.581925,426765408
2020-10-14,RES,843338.620565,3092018646
2020-10-15,PRO,248324.005122,426779808
2020-10-15,RES,868270.140094,3092303158
